#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
192,"Como la Chicha","ill-esha,Fabian Arias,Dakota Camacho",1,145,"electra, glitch, glitch hop, multidisciplinary","Pop, New age, Electronic","Songs from the Sweat Shed",2020-09-10,04:14,61,41,48,46,16,0,20,-7,F Minor,4,2020-10-14,3IudYnI53NXd87FWggsDjU,"ill-esha.music",4A,https://p.scdn.co/mp3-preview/d60a4801d06dba217c4f8cf49d7409ab53deb066?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517572a13d9b4b28727743727e
193,"Native New Yorker","Dioganhdih",6,140,"native american hip hop","Hip Hop","Native New Yorker",2019-05-23,03:01,55,55,16,0,34,40,10,-6,D Major,4,2020-10-15,7iSk6eVuwyej0CSB0CGYIj,"1222686 Records DK",10B,https://p.scdn.co/mp3-preview/c764a218073aa6e2fbfebe6e8e9c82be21c1f0f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f1ab44e667110fea5526ac1
194,"South Gotta Change","Adia Victoria",42,90,"alternative americana, black americana, folk, roots rock","Folk/Acoustic, Country, Rock","South Gotta Change",2020-08-28,03:45,68,57,4,0,65,0,10,-8,F Minor,4,2020-10-19,4hDxqXmufOdDFlqnUqcamD,"Atlantic Records",4A,https://p.scdn.co/mp3-preview/dc761f3774da883791887d54a6e46a1cb2a5adc3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518935dcda7809c3abea285146
195,"Moroccan Sun","Dark Tropics",0,126,"","","Moroccan Sun",2020-09-25,03:15,56,61,34,0,42,0,10,-10,E Major,4,2020-10-20,151vpgRn1XgjqcX1TSQV9Y,"Quiet Arch",12B,,https://i.scdn.co/image/ab67616d00004851d2b6e6aa528a0969de2c93c6
196,"Sad Music","Jessica Winter",0,111,"","","Sad Music",2020-04-29,03:33,62,73,2,0,47,0,10,-6,F Minor,4,2020-10-21,7mTXlYWRCj3bdrWkgyOdnu,"Roya",4A,,https://i.scdn.co/image/ab67616d00004851934ee413492ab7ac51d202d9
197,"A.A.A.A.","Working Men's Club",18,138,"crank wave, english indie rock, uk post-punk revival","Rock","Working Men's Club",2020-10-02,03:06,61,84,0,36,62,0,30,-7,C Major,4,2020-10-22,7hhUVIFpIaIbw5YUQI5E5D,"Heavenly Recordings",8B,https://p.scdn.co/mp3-preview/66aa81ca7e7b9a6f331895d2b5f52af669f17d69?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518352404b8d9ebf39a96f874e
198,"Eu Vou Passando (Feat. Jé Santiago)","Sango,Jé Santiago",20,107,"alternative r&b, indie soul, r&b brasileiro, trap brasileiro","R&B, Latin","Da Rocinha 4",2020-09-25,03:03,75,49,65,48,26,0,10,-11,F#/G♭ Minor,4,2020-10-23,0H6WSvDdX8voWmOJotwpPx,"Soulection",11A,https://p.scdn.co/mp3-preview/0200fa6a3b07251bcc25893b70f5e15fbec624f3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158fff9120171cb138b5e50ee
199,"Song 33","Noname",0,88,"alternative r&b, chicago rap","R&B, Hip Hop","Song 33",2020-06-18,01:09,72,67,12,0,91,30,40,-5,C♯/D♭ Major,4,2020-10-26,1LvDHPfTpEMjgox22jxqSW,"Noname",3B,,https://i.scdn.co/image/ab67616d0000485122cfbedc76f05fde2a256b42
200,"Beware of the Dogs","Stella Donnelly",0,75,"australian singer-songwriter, perth indie","Folk/Acoustic, Rock","Beware of the Dogs",2019-03-08,03:35,48,44,8,0,40,0,10,-7,E Major,3,2020-10-27,0IKnrWWYY2cz0mHWKCft6A,"Secretly Canadian",12B,,https://i.scdn.co/image/ab67616d00004851e46284dd97f628323a544297
201,"Burning Too","Fugazi",0,96,"alternative rock, dc hardcore, noise pop, noise rock, post-hardcore, post-punk, punk","Rock, Pop","13 Songs",1989-00-00,02:50,44,92,2,35,57,10,30,-6,B Major,4,2020-10-28,7lUODpOGAOl6IuLY73ZP9b,"Dischord Records",1B,,https://i.scdn.co/image/ab67616d00004851a4758aa77a0f99752d8d6643
202,"Queeen Dem","Harleighblu,Bluestaeb,Janne Robinson",36,91,"british soul, chillhop, ","R&B, Electronic","She",2019-10-11,03:12,65,69,19,0,29,30,10,-6,F Minor,4,2020-10-29,0y1qIO8AyBiYgxczudb6nN,"Harleighblu & Bluestaeb",4A,https://p.scdn.co/mp3-preview/f8238df89e6a25e4068ed2a5630b30a117b95348?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db1b286834087801bec84199
203,"Paythefeee","Rell Be Free",1,80,"","","P.T.F.D.",2020-07-24,03:45,66,83,11,0,65,20,10,-6,F#/G♭ Major,4,2020-10-31,5woc21Kjh26yFXDuKAXduM,"988229 Records DK2",2B,https://p.scdn.co/mp3-preview/73358d77fd751a94be542073bd5100503efafb7a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851655e69cb5f33af07e07c3237
204,"The Black Renaissance (feat. Black Thought)","Sa-Roc,Black Thought",0,90,"alternative r&b, conscious hip hop, spiritual hip hop, alternative hip hop, east coast hip hop","Hip Hop, R&B","The Sharecropper's Daughter",2020-10-02,04:37,80,80,7,0,44,30,20,-6,G Major,4,2020-11-02,6ILjFdcT3VD5Dgv2rXa6Zg,"Rhymesayers",9B,,https://i.scdn.co/image/ab67616d00004851a56c8d8a25cd510f71e9b720
205,"America","Tiffany Wilson,Lady Tasz,Vitamin D",1,76,"","","America",2020-10-23,04:23,62,63,4,0,58,10,0,-7,F#/G♭ Minor,4,2020-11-03,6dqP8wJpI0BHc6KCjbiV7m,"Loosegroove Records Inc.",11A,https://p.scdn.co/mp3-preview/a71a1e596fdc6787900fb5dd6b99749729309c98?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ff4e369178a0656d66e9c33
206,"Justice Never Dies","Quetzal",1,154,"latinx alternative","Latin","Justice Never Dies",2020-08-07,05:57,32,40,63,0,23,0,20,-9,E Major,3,2020-11-04,4Gp6p6OyHA1tLLFdfPYdTY,"Artivist Entertainment",12B,https://p.scdn.co/mp3-preview/22ffa4245fb80083448658fbbcac7d5ec80b1e28?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851df2ad465dbcd86af88e67983
207,"Worthy","Dave B.",6,98,"seattle hip hop","Hip Hop","Worthy",2020-08-21,02:41,72,53,80,0,47,30,0,-12,G#/A♭ Major,4,2020-11-05,7HS1pBXfe1x1yvgYxYgep1,"2312",4B,https://p.scdn.co/mp3-preview/6092f0acf1a5e3ab582e3a85484cab26ba3bee26?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d93f73f05dc9390a0a4f8dd
208,"cnn","J'von",2,76,"seattle hip hop","Hip Hop","THUNDERBOY",2020-10-16,02:34,72,54,34,0,93,30,0,-9,B Major,4,2020-11-06,0k6pSq9TfrrH5OovFdNjYP,"PCA (PLZCOMEAGAIN)",1B,https://p.scdn.co/mp3-preview/4701d4580edeeb1c48550ea94c6b881ebcfb0a83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f56f8f54355ac2d11d1a6ede
209,"Rona Pollona","Ghost of Vroom,Mike Doughty,Andrew Livingston",23,95,"modern cello","New age","Rona Pollona",2020-08-31,03:10,61,89,2,35,55,0,10,-7,C Major,4,2020-11-09,1193tpX9fUwYzwBHX9rPPb,"Mod y Vi",8B,https://p.scdn.co/mp3-preview/4bfb5f4852e38328c8da5d5ab8cbf8da76b61397?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851929fd1dbd9bf58b6f19e4101
210,"This Island","TV Priest",0,91,"crank wave, uk post-punk revival","Rock","Decoration",2020-10-28,03:44,49,92,0,3,30,0,10,-4,G Major,4,2020-11-10,2S2Z2GL0TnMzfqv8wVjKqV,"Sub Pop Records",9B,,https://i.scdn.co/image/ab67616d00004851b9e16af2802abd3c77d0fa01
211,"Birds","The Churchhill Garden,Andy jossi,Krissy Vanderwoude",3,100,"","","Birds",2020-09-11,07:16,52,73,0,83,19,0,30,-6,D Major,4,2020-11-11,79KDu7EPx4i4KjfEmgIouf,"the churchhill garden",10B,https://p.scdn.co/mp3-preview/38a9475af688f7d833e76c44e5167a3640d1a041?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485188f7d54ea0cd7928e6883020
212,"Sorry","beabadoobee",49,158,"bedroom pop, bubblegrunge, indie pop, pov: indie","Pop, Rock","Fake It Flowers",2020-10-16,03:53,34,39,6,0,24,0,0,-8,B Minor,4,2020-11-12,6U2tdXbNc2MLcgSTvDrb5L,"Dirty Hit",10A,https://p.scdn.co/mp3-preview/2acf8f71eaf12759405d37781dc9bd50d5c53d0e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851942201cac6bfe1367b017286
213,"Bury the Bones","Weep Wave",2,132,"seattle indie","Rock","Bury the Bones",2020-09-04,03:47,31,91,3,7,40,0,10,-6,A Major,4,2020-11-13,4SRRKICN8DSpE7YfbNh1In,"DIY Til You Die",11B,https://p.scdn.co/mp3-preview/dff6f5e7438c53ead9279701681a0f0e5f8bfbd2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115a707afd7fd9c692b6628ff
214,"Half Silences","Loma",34,105,"chamber psych, modern psychedelic folk","Folk/Acoustic","Don't Shy Away",2020-10-23,03:46,75,38,19,0,52,0,0,-12,A#/B♭ Minor,4,2020-11-16,71TcmnPRvicQXI2FOLRDoT,"Sub Pop Records",3A,https://p.scdn.co/mp3-preview/21ea208f6298e63ff1604ca07b5e8cdd75c47ff0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d69dc50c534c5b36f93f0c0d
215,"Crash","Nilüfer Yanya",27,92,"art pop, uk alternative pop","Pop","Crash",2020-10-20,03:46,55,77,5,0,57,10,10,-8,G Major,4,2020-11-17,57EJssLpMX6oOIRmWLmZWq,"ATO Records",9B,https://p.scdn.co/mp3-preview/70d4645ca9027ca06a6f40777b2bb5bea46dd742?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514b0fcd455b382b4a5b9dc4a2
216,"Don't Cry","MorMor",0,165,"canadian contemporary r&b","R&B","Don't Cry",2020-10-21,03:22,51,94,8,84,18,10,0,-6,C♯/D♭ Minor,4,2020-11-18,6qXbp2zTI2WJSR0OV4AlJ8,"Don't Guess Inc",12A,,https://i.scdn.co/image/ab67616d00004851fab2b37d449eee6b6dff97e2
217,"to Perth, before the border closes","Julia Jacklin",60,96,"chamber pop, countrygaze, indie pop, sydney indie","Pop, Folk/Acoustic, Rock","to Perth, before the border closes",2020-10-12,02:56,59,27,30,0,23,0,10,-12,D Major,4,2020-11-19,6AqFR4UHMbdlMPcJGrynXV,"Sub Pop Records",10B,https://p.scdn.co/mp3-preview/066cd2f24d74d9c68ca4318d36cf13a25518338c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b616b32d7a5d76644a09459c
218,"Malcomer","Antonioni",0,124,"seattle indie","Rock","Malcomer",2020-10-21,04:34,68,72,12,0,58,0,20,-7,F Major,4,2020-11-20,6Jdc1XcLgK6LBDi5RKgsxh,"LAUREN RECORDS",7B,,https://i.scdn.co/image/ab67616d00004851dc2775177e288b489cbcee5f
219,"Not my Boss!","Blue Hawaii",0,124,"chillwave, quebec indie","Rock","Under 1 House",2020-09-25,04:41,78,83,2,73,70,0,10,-5,C Major,4,2020-11-23,1iajk0921zaIjjIRgW07Ip,"Arbutus Records",8B,,https://i.scdn.co/image/ab67616d0000485188db61adfb47a197c9fc912f
220,"The Message Continues","Nubya Garcia",38,117,"british jazz, indie soul","Jazz, R&B","SOURCE",2020-08-21,06:44,43,59,20,74,34,0,0,-10,C♯/D♭ Major,4,2020-11-24,4cr8FyfxkPatU8ca7cCzmN,"Concord Jazz",3B,,https://i.scdn.co/image/ab67616d00004851d52e831a699e7635bcb56c4c
221,"Aspects - Demus Dub","STR4TA",0,126,"acid jazz, broken beat, indie jazz, uk contemporary jazz","Jazz, Electronic","Aspects",2020-09-24,07:46,71,81,1,88,67,0,70,-9,G Major,4,2020-11-25,6gEXOSVDn5jH1PaW4WJJ3F,"Brownswood Recordings",9B,,https://i.scdn.co/image/ab67616d00004851f8ba408e5ee38d9b774f0f27
222,"Men on the Verge of Nothing","Seth Bogart",0,164,"queercore","Rock","Men on the Verge of Nothing",2020-09-25,03:31,47,92,1,0,70,0,20,-7,G Major,4,2020-11-26,25t1CTKb2zo2tpmhIY9Jge,"Wacky Wacko Records",9B,,https://i.scdn.co/image/ab67616d000048516f1c1dfe8b107d1dde7973a5
223,"Rotary Style","Stas THEE Boss",3,151,"seattle hip hop","Hip Hop","Sang Stasia!",2020-10-02,01:52,36,46,1,0,79,10,40,-13,A Major,4,2020-11-27,2vrk0cT5wwLc5zneldfFpA,"LucidHaus",11B,https://p.scdn.co/mp3-preview/dca84af02e9098e077e9e2386d73cc6fdb8373e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f6c3015de6272bddfa644882
224,"Time’s Up - Remix","Sampa the Great,Junglepussy",22,102,"alternative r&b, australian hip hop, conscious hip hop, escape room, zambian hip hop, trap queen","R&B, Hip Hop, Pop","Time’s Up (Remix)",2020-09-16,02:23,87,65,8,0,41,20,20,-8,G Major,4,2020-11-30,0VG2nLT8jcrpJPJzfdeCPO,"Ninja Tune",9B,https://p.scdn.co/mp3-preview/2b592b1656fb6bbaaa6c1c5a305241cde760f58b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9f8887cf70e6a235e21e5f5
225,"Darkness in Mind","Kassa Overall,Sullivan Fortner",0,120,"indie jazz, ","Jazz","Darkness in Mind",2020-04-24,04:34,56,47,90,43,15,0,0,-8,E Minor,4,2020-12-02,1a9M84bZU2cPY2p9A7WOXU,"Brownswood Recordings",9A,,https://i.scdn.co/image/ab67616d000048519d7f0ffc8461611f08f75ad0
226,"Black Valhalla","Nailah Hunter",5,64,"experimental ambient, spectra","Electronic, Pop","Black Valhalla",2020-06-19,06:38,22,7,85,85,3,0,10,-24,F Minor,4,2020-12-03,1uQsFCG2IdBLEr5u9Ht8AE,"Nailah Hunter",4A,https://p.scdn.co/mp3-preview/5f067e743121b1856abcfc680f0e27b31af17623?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ba3f1cfa6c15826fcd0a3bbb
227,"Therapy","SassyBlack",0,100,"fluxwork, seattle indie","Pop, Rock","Stuck",2020-11-06,04:40,65,41,84,16,47,0,10,-15,D Major,4,2020-12-04,1RF73WFsAvH88pvr409jIT,"SassyBlack",10B,https://p.scdn.co/mp3-preview/d440250ef228f1615d66790b04d3abbdb986e0d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef0c30afd7f4ca590f139cf5
228,"Faith","Young Jesus",0,106,"indie psych-pop","Pop","Welcome to Conceptual Beach",2020-08-14,07:04,52,52,37,28,31,0,10,-8,C Major,3,2020-12-07,2vcc7QxFwZRrwBnNt4yy2h,"Saddle Creek",8B,,https://i.scdn.co/image/ab67616d0000485137a3b80a838984b42c214d5a
229,"Дискотека / Discoteque","Molchat Doma",0,141,"belarusian indie, russian post-punk, sovietwave","Folk/Acoustic, Rock, Electronic","Monument",2020-11-13,04:04,68,54,31,0,81,0,0,-9,B Major,4,2020-12-08,7H5IsUlbk0nnm0ol4e3v5I,"Sacred Bones Records",1B,,https://i.scdn.co/image/ab67616d0000485179e3a0d23afa32a305dea676
230,"Vorið","GDRN",28,95,"icelandic pop","Pop","GDRN",2020-02-21,04:18,77,63,8,2,32,0,10,-9,C Major,4,2020-12-09,2YIV9KQMX66sD9MbO57Ayp,"Sony Music Iceland",8B,https://p.scdn.co/mp3-preview/c637917a6cf4b9f410907330bdadf4769702e5a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511287646465ee636e6d269ad6
231,"Tried to Tell You","The Weather Station",31,131,"chamber pop, indie folk, modern folk rock","Pop, Folk/Acoustic, Rock","Tried to Tell You",2020-11-18,03:38,78,57,70,0,78,0,10,-9,C Major,4,2020-12-10,78Vj1c5mgrddm7aQN0A3fs,"Fat Possum",8B,https://p.scdn.co/mp3-preview/be80c540b15d6e7910cd8f6d5fc7a765ec33f342?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c283404852950ed0f407a840
232,"Mine","Byland",1,119,"","","Mine",2020-06-26,03:52,34,50,53,78,16,0,0,-10,A Minor,3,2020-12-11,4xfsJmYEHMZ0NJOC6o4VE7,"Byland LLC",8A,https://p.scdn.co/mp3-preview/9de43b7a972ffb959ae84b2cd42f36c52356b83b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485133240604dae6cd96c8da7628
233,"Girls Don't Always Sing About Boys","Ego Ella May",0,78,"alternative r&b, uk contemporary r&b","R&B","Honey For Wounds",2020-06-26,04:06,57,50,35,0,33,10,0,-8,C♯/D♭ Major,4,2020-12-14,29Q5HaIOy0MUgq81A7GRlO,"UpperRoom Records",3B,,https://i.scdn.co/image/ab67616d00004851043dd6dcaae0046091a43e87
234,"BITTERSWEET","Ivy Sole",0,68,"alternative r&b, north carolina hip hop","R&B, Hip Hop","BITTERSWEET",2020-07-10,03:25,47,43,25,0,40,30,10,-13,A#/B♭ Minor,4,2020-12-15,52tFvypUPX3uDgVgqrNtY9,"Les Fleurs Records",3A,,https://i.scdn.co/image/ab67616d00004851a9d24b74613602e28094e906
235,"Source of Her","ASTU,Salami Rose Joe Louis",8,152,"bedroom pop","Pop","ALTARS",2020-11-27,03:51,48,37,82,44,40,0,10,-9,G Minor,4,2020-12-16,6Simn3JrYzX9p0Y94FJl3z,"Boyish Records",6A,https://p.scdn.co/mp3-preview/3d0bb132c4dfd66d56994de7f493e9f9970316d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d57a1899a8e7f4e05001cd23
236,"We Are The People (All Around The World) - Street","Mystic",0,75,"","","We Are The People (All Around The World)",2020-10-09,04:27,66,50,0,0,29,0,30,-11,D Major,4,2020-12-17,7g3laOtzlZe8oZ4QPk9zKD,"W.A.R. Media",10B,https://p.scdn.co/mp3-preview/23c1275dcd1ff08041b278d258096a493638ab5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511d5948f070d1b4b6f39dfac6
237,"The Main Thing","Draze",0,187,"","","The Main Thing",2020-10-23,03:02,44,51,6,0,30,30,20,-7,G Minor,5,2020-12-18,1BSFAIgSAAzx5XN9aBBWjy,"The Chosen Few",6A,https://p.scdn.co/mp3-preview/092db1d883c68ba16267366fc76d723d74b60ec3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851492c3bdbd5c09030cf728009
238,"Humans Are Not Worth Saving (Merry Christmas)","Michael M",2,134,"","","Now That's What I Call Disappointment",2020-07-03,02:33,59,90,22,0,65,0,20,-5,A Major,4,2020-12-21,5iWkwjMUF9KJTXybjkN9iR,"SLIME CITY DEATH CLUB",11B,https://p.scdn.co/mp3-preview/28478b5358db16518908a80a465b241f070b735d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d939bc7df2b28bfe1cd3a107
239,"Santa's Watching You","Kelly Finnigan",0,142,"neo soul, souldies","R&B","Santa's Watching You",2020-11-20,02:42,60,77,12,0,95,0,10,-7,D#/E♭ Major,4,2020-12-22,506C5D9VaDERPeGvrW7LAW,"Colemine Records",5B,,https://i.scdn.co/image/ab67616d00004851853677e4f691542b33b305a3
240,"The Covid19 Christmas Song","David King Jones",0,130,"","","The Covid19 Christmas Song",2020-11-27,01:59,95,56,2,0,41,30,10,-5,C♯/D♭ Major,4,2020-12-23,04Zs4rLpvaGLjCnJP7zQVk,"Independent",3B,https://p.scdn.co/mp3-preview/fd4efa12859098487b981130c86c3ff49abb9382?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e3b2d6f41bdf8bbe730d26d
241,"Christmas Eve","Professor and the Madman",0,135,"","","Christmas Eve",2016-11-28,03:17,48,82,0,0,65,0,10,-6,D Major,4,2020-12-24,2lD4X52xqpEBtEsoI2f1D7,"Professor and the Madman",10B,https://p.scdn.co/mp3-preview/29331580336d6974b54946f67c9b9083090d3bfe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ba40c92c563e8fd4f1199ff0
242,"It's a Soulful Christmas","Michelle David & the Gospel Sessions",24,106,"","","It's a Soulful Christmas",2020-12-04,03:37,75,46,49,0,57,0,10,-9,B Major,4,2020-12-25,7tD8WkrRPT9sMiOZC9um4W,"MD&TGS Records",1B,https://p.scdn.co/mp3-preview/f3c1e949a849699f93555c33a12d6b571054877c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c02c61ef9d4dd7642884dad
243,"Goin' Broke for Christmas","Lost Under Heaven",5,82,"","","Goin' Broke for Christmas",2020-12-01,03:25,26,38,59,0,29,0,10,-10,A#/B♭ Major,4,2020-12-28,4Cxiyv8AuxpAY07cBKlvVX,"LUH.international",6B,https://p.scdn.co/mp3-preview/5625d2b61442766b8d2ae4e4392b41296135f20c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e560e245b3ac5e8f1d2bdc09
244,"Baba Ayoola","Kokoroko",0,123,"british jazz, indie soul","Jazz, R&B","Baba Ayoola",2020-11-13,03:58,79,67,9,3,81,10,0,-9,F#/G♭ Minor,5,2020-12-29,1i7ZyEf0avbFjIkeDwyp5O,"Brownswood Recordings",11A,,https://i.scdn.co/image/ab67616d000048511a1acd45995e62c70d47de55
245,"Like A Lady","Pom Poko",13,103,"crank wave, trondheim indie","Rock, World/Traditional","Like A Lady",2020-11-11,02:46,49,68,2,13,35,0,40,-5,D#/E♭ Major,4,2020-12-30,0iqmTs8lB1xCDnxtDfWxxe,"Bella Union",5B,https://p.scdn.co/mp3-preview/be894a1838d35772219288cc665ef709dd0cadc8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485167c38a862e51338a3c8ce11d
246,"Family Farm","The Hold Steady",12,150,"alternative country, heartland rock","Country, Rock","Family Farm",2020-12-01,03:43,30,95,2,0,43,30,10,-6,D Major,4,2020-12-31,0NE8tlwm85MGS0Sbru98xt,"Positive Jams",10B,https://p.scdn.co/mp3-preview/3e4203772e4fdd9f668c99f9dbeacb95e6991221?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519747e8c1b48136f440d1aa41
